term,estimate,std.error,statistic,p.value,conf.low,conf.high,event_time
event_time::-5:dose,-0.1959917275848188,0.08371238798422902,-2.3412511852098,0.019471442388138346,-0.3603212989279153,-0.03166215624172233,-5
event_time::-3:dose,-3.2905055617683137,1.833073657304679,-1.795075472639009,0.07303070668413963,-6.888876311888952,0.30786518835232446,-3
event_time::-2:dose,49.35821976778651,48.490182223654436,1.0179013050544616,0.30904210666914983,-45.82925547975954,144.54569501533257,-2
event_time::0:dose,-0.011258254544744916,0.005260381791180991,-2.140197231238868,0.03264999585583806,-0.021584519338536938,-9.319897509528947e-4,0
event_time::1:dose,-0.013405269929334582,0.00996230164647543,-1.3455996821856164,0.17882468027503273,-0.03296152436881316,0.006150984510143995,1
event_time::2:dose,-0.05805791551390277,0.03196813943144769,-1.816118064624995,0.06973801558478131,-0.12081219568562401,0.004696364657818475,2
event_time::3:dose,-0.08485478444198259,0.049502541938079486,-1.7141500440143789,0.08690049075487155,-0.18202954785466652,0.012319978970701334,3
